"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"14","2","InterPro Domains","","Dynein heavy chain AAA lid domain","0.0013","DNAH9|DNAH8","12098","12160|12164","6.27E-7","","IPR041658","0.9286179206714565","0"
"14","2","InterPro Domains","","Dynein heavy chain AAA lid domain superfamily","0.0013","DNAH9|DNAH8","12098","12160|12164","6.27E-7","","IPR042219","0.9286179206714565","0"
"15","2","InterPro Domains","","Dynein heavy chain, domain 2, N-terminal","0.0013","DNAH9|DNAH8","12098","12160|12164","7.1E-7","","IPR042222","0.9286179206714565","0"
"15","2","InterPro Domains","","Dynein heavy chain, domain 2, C-terminal","0.0013","DNAH9|DNAH8","12098","12160|12164","7.1E-7","","IPR042228","0.9286179206714565","0"
"14","2","InterPro Domains","","Dynein heavy chain, AAA1 domain, small subdomain","0.0013","DNAH9|DNAH8","12098","12160|12164","6.27E-7","","IPR043157","0.9286179206714565","0"
"14","2","InterPro Domains","","Dynein heavy chain, C-terminal domain, barrel region","0.0013","DNAH9|DNAH8","12098","12160|12164","6.27E-7","","IPR043160","0.9286179206714565","0"
"34","2","Pfam","","AAA domain (dynein-related subfamily)","0.0013","DNAH9|DNAH8","12098","12160|12164","3.29E-6","","PF07728","0.9286179206714565","0"
"24","2","COMPARTMENTS","","Axonemal dynein complex","0.002","DNAH9|DNAH8","12098","12160|12164","1.7E-6","","GOCC:0005858","0.868420900672359","0"
"33","2","UniProt Keywords","","Dynein","0.0021","DNAH9|DNAH8","12098","12160|12164","3.11E-6","","KW-0243","0.8616030293535341","0"
"15","2","GO Molecular Function","","ATP-dependent microtubule motor activity, minus-end-directed","0.0023","DNAH9|DNAH8","12098","12160|12164","7.1E-7","","GO:0008569","0.8488907565417952","0"
"30","2","GO Molecular Function","","Dynein intermediate chain binding","0.0039","DNAH9|DNAH8","12098","12160|12164","2.59E-6","","GO:0045505","0.7750993305841583","0"
"29","2","GO Molecular Function","","Dynein light intermediate chain binding","0.0039","DNAH9|DNAH8","12098","12160|12164","2.43E-6","","GO:0051959","0.7750993305841583","0"
"51","2","COMPARTMENTS","","Dynein complex","0.0055","DNAH9|DNAH8","12098","12160|12164","7.2E-6","","GOCC:0030286","0.7270611623062594","0"
"142","2","COMPARTMENTS","","Microtubule associated complex","0.0152","DNAH9|DNAH8","12098","12160|12164","5.38E-5","","GOCC:0005875","0.5850102173731497","0"
"100","2","COMPARTMENTS","","Axoneme","0.0152","DNAH9|DNAH8","12098","12160|12164","2.69E-5","","GOCC:0005930","0.5850102173731497","0"
"127","2","COMPARTMENTS","","Motile cilium","0.0152","DNAH9|DNAH8","12098","12160|12164","4.31E-5","","GOCC:0031514","0.5850102173731497","0"
"114","2","COMPARTMENTS","","Plasma membrane bounded cell projection cytoplasm","0.0152","DNAH9|DNAH8","12098","12160|12164","3.48E-5","","GOCC:0032838","0.5850102173731497","0"
"100","2","COMPARTMENTS","","Ciliary plasm","0.0152","DNAH9|DNAH8","12098","12160|12164","2.69E-5","","GOCC:0097014","0.5850102173731497","0"
"99","2","COMPARTMENTS","","9+2 motile cilium","0.0152","DNAH9|DNAH8","12098","12160|12164","2.64E-5","","GOCC:0097729","0.5850102173731497","0"
"154","2","COMPARTMENTS","","Cytoplasmic region","0.0152","DNAH9|DNAH8","12098","12160|12164","6.32E-5","","GOCC:0099568","0.5850102173731497","0"
"118","2","GO Cellular Component","","9+2 motile cilium","0.0156","DNAH9|DNAH8","12098","12160|12164","3.73E-5","","GO:0097729","0.5813804381593246","0"
"132","2","UniProt Keywords","","Motor protein","0.0157","DNAH9|DNAH8","12098","12160|12164","4.65E-5","","KW-0505","0.5804875364457864","0"
"134","2","InterPro Domains","","AAA+ ATPase domain","0.018","DNAH9|DNAH8","12098","12160|12164","4.8E-5","","IPR003593","0.5613837204977622","0"
"48","2","DISEASES","","Primary ciliary dyskinesia","0.0279","DNAH9|DNAH8","12098","12160|12164","6.4E-6","","DOID:9562","0.5001425712867663","0"
"120","2","SMART Domains","","ATPases associated with a variety of cellular activities","0.028","DNAH9|DNAH8","12098","12160|12164","3.86E-5","","SM00382","0.49964261138774024","0"
"276","2","UniProt Keywords","","Microtubule","0.0409","DNAH9|DNAH8","12098","12160|12164","2.0E-4","","KW-0493","0.446692068939574","0"
"262","2","UniProt Keywords","","Cilium","0.0409","DNAH9|DNAH8","12098","12160|12164","1.8E-4","","KW-0969","0.446692068939574","0"
