Gene_Symbol,geneid,log2FoldChange,FoldChange,pvalue,padj,expression
ERI1,MUSNIGG00010520,-3.771711892,-13.65835557,0.024983485,0.999566779,DOWN
PDGFRL,MUSNIGG00010574,-4.544311916,-23.33319423,0.001940999,0.506459639,DOWN
HNRNPA1,MUSNIGG00010615,-2.300472487,-4.926190733,0.02994748,0.999566779,DOWN
ZNF317,MUSNIGG00011159,-3.77746667,-13.7129463,0.008023127,0.859062739,DOWN
CYP4F17,MUSNIGG00011413,-4.936408331,-30.62012636,0.041434311,0.999566779,DOWN
HSH2D,MUSNIGG00011434,-4.991329716,-31.80826366,0.042382955,0.999566779,DOWN
TRANK1,MUSNIGG00012313,-3.021340108,-8.119214209,0.00334114,0.622147595,DOWN
CCBP2,MUSNIGG00012432,-2.969929222,-7.834977992,0.049397139,0.999566779,DOWN
VPS8,MUSNIGG00012983,-4.288500913,-19.54192811,0.033108633,0.999566779,DOWN
LRRC31,MUSNIGG00013166,-3.447918687,-10.91256761,0.032467994,0.999566779,DOWN
WDR49,MUSNIGG00013191,-2.285358741,-4.874853086,0.049105914,0.999566779,DOWN
PTX3,MUSNIGG00013290,-4.54723536,-23.38052402,0.000173513,0.097386853,DOWN
OR5H2,MUSNIGG00013764,-3.364991425,-10.3029918,0.003969283,0.681987578,DOWN
BRWD1,MUSNIGG00014253,-2.808418236,-7.005161133,0.006188855,0.847639153,DOWN
EIF3L,MUSNIGG00014839,-3.346016452,-10.16836947,0.039310262,0.999566779,DOWN
EMP1,MUSNIGG00015531,-6.981415845,-126.3617354,0.00993057,0.859062739,DOWN
RERGL,MUSNIGG00015590,-3.367762223,-10.32279844,0.049255278,0.999566779,DOWN
PKP2,MUSNIGG00015763,-2.185895733,-4.550092052,0.044693186,0.999566779,DOWN
TUBA1C,MUSNIGG00015940,-3.369013601,-10.33175621,0.00875982,0.859062739,DOWN
SPATS2,MUSNIGG00015945,-4.476954454,-22.26883923,0.013720903,0.978951573,DOWN
LARP4,MUSNIGG00015968,-3.518822328,-11.4622815,0.013409456,0.964907751,DOWN
ANKRD52,MUSNIGG00016203,-6.868502506,-116.8490752,0.008886741,0.859062739,DOWN
C1R,MUSNIGG00016369,-4.24384308,-18.94628492,0.009344091,0.859062739,DOWN
RPL32,MUSNIGG00016619,-5.526456971,-46.09239957,0.003145804,0.622147595,DOWN
PARP4,MUSNIGG00017095,-2.306377728,-4.946395944,0.017038791,0.999566779,DOWN
WBP4,MUSNIGG00017562,-7.155535794,-142.5709058,0.002812146,0.607062942,DOWN
EXOC3,MUSNIGG00018220,-6.293891284,-78.46031836,0.030484086,0.999566779,DOWN
NIPBL,MUSNIGG00018674,-1.913873779,-3.768195403,0.041594815,0.999566779,DOWN
IPO11,MUSNIGG00019621,-4.968329105,-31.30517162,0.040397576,0.999566779,DOWN
HTR1A,MUSNIGG00019635,-2.489408761,-5.61547772,0.030395013,0.999566779,DOWN
ANXA2,MUSNIGG00019786,-3.625111443,-12.33863968,0.001225055,0.412008194,DOWN
RFESD,MUSNIGG00019970,-4.137135211,-17.59550738,0.033939948,0.999566779,DOWN
EEF1A1,MUSNIGG00020351,-2.546334623,-5.841482778,0.03677494,0.999566779,DOWN
OR13G1,MUSNIGG00020587,-3.18240972,-9.078221694,0.009916692,0.859062739,DOWN
ACSM4,MUSNIGG00021402,-4.208489809,-18.48764822,0.01990705,0.999566779,DOWN
LACTB,MUSNIGG00022793,-2.89963779,-7.462390153,0.02755938,0.999566779,DOWN
OR10G2,MUSNIGG00022912,-1.893792123,-3.716107207,0.040715327,0.999566779,DOWN
MAPK6,MUSNIGG00023343,-2.474283177,-5.556911165,0.023540181,0.999566779,DOWN
NRXN3,MUSNIGG00024171,-2.806248555,-6.994633934,0.010622019,0.859062739,DOWN
OR13A1,MUSNIGG00025864,-3.059097495,-8.334510648,0.00916152,0.859062739,DOWN
RALGDS,MUSNIGG00026566,-5.058921977,-33.33398693,0.011326282,0.859062739,DOWN
MRPL44,MUSNIGG00027439,-4.796207828,-27.7844895,0.003473208,0.622147595,DOWN
RBM44,MUSNIGG00027628,-2.69082508,-6.456825687,0.020892749,0.999566779,DOWN
ACVR1,MUSNIGG00027803,-4.790849376,-27.68148388,0.00060337,0.24189385,DOWN
SPC25,MUSNIGG00027913,-4.658285304,-25.25129205,0.017341362,0.999566779,DOWN
MYO7B,MUSNIGG00028564,-4.615304384,-24.51009862,0.04403247,0.999566779,DOWN
RDH10,MUSNIGG00028941,-6.703438682,-104.2164121,0.001610452,0.451946527,DOWN
TCEB1,MUSNIGG00028948,-7.593023783,-193.0758327,0.001370261,0.412008194,DOWN
RAD54B,MUSNIGG00029167,-4.734986702,-26.63011405,0.000972167,0.361021518,DOWN
OSR2,MUSNIGG00029231,-4.261406849,-19.17835199,0.015691673,0.999566779,DOWN
TRIM6,MUSNIGG00031081,-3.407937625,-10.6143022,0.008943746,0.859062739,DOWN
OR52J3,MUSNIGG00031159,-2.279624671,-4.85551617,0.029771511,0.999566779,DOWN
P4HA3,MUSNIGG00031268,-4.705607443,-26.09329884,0.016523572,0.999566779,DOWN
KDM4D,MUSNIGG00031530,-4.393035235,-21.01045114,0.016653971,0.999566779,DOWN
ZW10,MUSNIGG00032014,-4.903165823,-29.92264543,0.005086587,0.778617693,DOWN
LRBA,MUSNIGG00032632,-2.586133578,-6.004872352,0.012900608,0.936294976,DOWN
GAR1,MUSNIGG00033148,-4.107448883,-17.23714438,0.01068971,0.859062739,DOWN
LNX1,MUSNIGG00034074,-3.280651388,-9.717945814,0.038001092,0.999566779,DOWN
AHCTF1,MUSNIGG00034715,-2.179651149,-4.530439925,0.039738378,0.999566779,DOWN
SWT1,MUSNIGG00034879,-3.13882269,-8.808050192,0.005791689,0.847639153,DOWN
ANGPTL1,MUSNIGG00034933,-2.127969312,-4.371017979,0.048309909,0.999566779,DOWN
DARC,MUSNIGG00035601,-6.222447002,-74.66949156,0.020431204,0.999566779,DOWN
S100A16,MUSNIGG00035795,-4.663790221,-25.34782791,0.044817939,0.999566779,DOWN
S100A8,MUSNIGG00035802,-5.971801071,-62.76120168,0.033883578,0.999566779,DOWN
OR2K2,MUSNIGG00036354,-3.630634368,-12.38596499,0.010492837,0.859062739,DOWN
BAAT,MUSNIGG00036486,-4.49561734,-22.55878309,0.002088314,0.517103284,DOWN
HEMGN,MUSNIGG00036530,-2.842246429,-7.171358443,0.037381991,0.999566779,DOWN
DDX58,MUSNIGG00036662,-5.708505899,-52.2915489,0.046418679,0.999566779,DOWN
HNRNPK,MUSNIGG00037050,-1.923546191,-3.793543791,0.042169798,0.999566779,DOWN
NPAP1,MUSNIGG00037076,-3.640679652,-12.47250768,0.03244846,0.999566779,DOWN
ZNF169,MUSNIGG00037344,-3.9002225,-14.9308304,0.007194872,0.859062739,DOWN
FAM179A,MUSNIGG00037985,-6.658295697,-101.0058958,0.003579852,0.627891053,DOWN
SLC4A5,MUSNIGG00038418,-6.119179083,-69.51146678,0.009970539,0.859062739,DOWN
RSC1A1,MUSNIGG00040385,-2.950822731,-7.731898671,0.045046832,0.999566779,DOWN
KCNA3,MUSNIGG00041847,-4.349561808,-20.38677699,0.038804812,0.999566779,DOWN
SF3B4,MUSNIGG00042057,-2.807143436,-6.998973938,0.045117299,0.999566779,DOWN
S100A10,MUSNIGG00042130,-7.385148432,-167.1672509,6.24E-05,0.068114882,DOWN
SERPINB9,MUSNIGG00042222,-3.786694902,-13.80094261,0.038583471,0.999566779,DOWN
TRIM38,MUSNIGG00042588,-3.093099822,-8.533276653,0.025874951,0.999566779,DOWN
LRFN2,MUSNIGG00043405,-4.096131971,-17.10246024,0.022897594,0.999566779,DOWN
DNAH8,MUSNIGG00043432,-4.211567469,-18.52712949,0.004426476,0.730715751,DOWN
MCM9,MUSNIGG00043525,-3.792408435,-13.85570712,0.002749881,0.607062942,DOWN
MAP7,MUSNIGG00043716,-3.764612635,-13.59131022,0.040270012,0.999566779,DOWN
CITED2,MUSNIGG00043754,-3.604301972,-12.16194421,0.01187689,0.880921263,DOWN
SESN1,MUSNIGG00044219,-3.171092112,-9.007283758,0.043735308,0.999566779,DOWN
SOD2,MUSNIGG00044426,-6.45367936,-87.64982833,0.018451343,0.999566779,DOWN
