"geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Mnigripes_transcript_id","Gene_Symbol","Mpfuro_ensembl_gene_id","description_mpfuro","description_hsapiens","FoldChange","expression"
"MUSNIGG00010574",8.73423388040422,-4.19537662687002,2.10717348096681,20.8362668135708,0.000869829484198894,0.0486210293924634,"MUSNIGT00012936","PDGFRL","ENSMPUG00000017967","platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]","platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]",-18.3203686214556,"DOWN"
"MUSNIGG00010616",9.3327060986276,-3.84729310208866,2.28113109131913,20.9656866785588,0.000822240686486513,0.0468363956750079,"MUSNIGT00012993","KPNA6",NA,NA,"karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]",-14.3929768160614,"DOWN"
"MUSNIGG00011151",5.82681982832638,-6.56595838844611,2.19919213017698,22.3474569219769,0.000449657280603511,0.0331113694877621,"MUSNIGT00013651","",NA,NA,NA,-94.743718346038,"DOWN"
"MUSNIGG00011390",7.64713921063422,-1.30475641524113,2.03604041313291,20.9762736096804,0.000818463252535808,0.0468363956750079,"MUSNIGT00013955","",NA,NA,NA,-2.47042013308504,"DOWN"
"MUSNIGG00013209",73.8340740723047,-1.36111526321948,1.74499304433588,23.0489652188084,0.000330367151018254,0.0287554068999495,"MUSNIGT00016217","SLITRK3","ENSMPUG00000019232","SLIT and NTRK like family member 3 [Source:HGNC Symbol;Acc:HGNC:23501]","SLIT and NTRK like family member 3 [Source:HGNC Symbol;Acc:HGNC:23501]",-2.56883684539628,"DOWN"
"MUSNIGG00013290",13.4040383196186,-3.17453816093106,1.77403799186225,28.4593930127671,2.9594412486229e-05,0.00553138065875425,"MUSNIGT00016311","PTX3","ENSMPUG00000002835","pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]","pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]",-9.02882444638108,"DOWN"
"MUSNIGG00013782",47.1507814078719,-5.17251453109362,1.7892619414548,24.8241013643863,0.000150662733311206,0.0180222761586864,"MUSNIGT00016908","FCF1","ENSMPUG00000009321","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]",-36.0646753326917,"DOWN"
"MUSNIGG00014992",3.83232078890145,-1.6051674266335,2.00545857381652,17.9778816047967,0.00297425319294696,0.0951283868824372,"MUSNIGT00018328","C12ORF42",NA,NA,NA,-3.04231055008721,"DOWN"
"MUSNIGG00015968",7.97433651519954,-6.45637650381498,2.29843949651407,22.9311430135093,0.000347952293621399,0.0293113051852054,"MUSNIGT00019513","LARP4","ENSMPUG00000008706","La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320]","La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320]",-87.8138444833111,"DOWN"
"MUSNIGG00016304",24.4082249454286,-3.49220907806681,2.88306758112941,31.6100759813561,7.09656437354614e-06,0.00212222757590897,"MUSNIGT00019926","USP15","ENSMPUG00000016712","ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]","ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]",-11.2527762545493,"DOWN"
"MUSNIGG00016619",14.9343378912993,-4.4232787435579,2.60583855806638,21.3455349109025,0.000696890026591965,0.0425316249902709,"MUSNIGT00020323","RPL32","ENSMPUG00000017189","ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]","ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]",-21.455546497658,"DOWN"
"MUSNIGG00018893",45.123560063917,-3.50040884144025,1.6177782659019,23.3830727287995,0.000285135813782131,0.02706979844811,"MUSNIGT00023033","",NA,NA,NA,-11.3169151145299,"DOWN"
"MUSNIGG00019250",7.2563866498689,-1.20028520507162,2.9493731970313,37.4575048908338,4.84876454058537e-07,0.000263640551974919,"MUSNIGT00023476","SLC22A5","ENSMPUG00000010534","solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]","solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]",-2.29785092515718,"DOWN"
"MUSNIGG00019786",30.8573145657214,-3.15474046314028,1.59619397614978,22.5212536064371,0.000416639851879589,0.0322678831429256,"MUSNIGT00024121","ANXA2","ENSMPUG00000000762","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]",-8.90577067812413,"DOWN"
"MUSNIGG00020500",34.6287812619819,-0.582862105310576,2.39059614266302,27.982979368792,3.66786842250751e-05,0.00645221206912278,"MUSNIGT00024963","OR2B11","ENSMPUG00000019534","olfactory receptor 2B11 [Source:NCBI gene;Acc:101683960]","olfactory receptor family 2 subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:31249]",-1.49781776419028,"DOWN"
"MUSNIGG00021402",10.4543409951074,-4.50661150626413,2.79924329109277,20.0010293837791,0.0012491748234753,0.0579171675907424,"MUSNIGT00026011","ACSM4",NA,NA,"acyl-CoA synthetase medium chain family member 4 [Source:HGNC Symbol;Acc:HGNC:32016]",-22.7313506926781,"DOWN"
"MUSNIGG00021450",25.2730260853341,-10.6306851846582,4.22897509573022,21.3179042995829,0.000705334966284862,0.0426122063974723,"MUSNIGT00026070","ABCC1","ENSMPUG00000013849","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]",-1585.45936286809,"DOWN"
"MUSNIGG00022341",5.09546742368471,-1.11861371294983,2.17636542143351,29.977850160782,1.48973766698265e-05,0.00342696961008585,"MUSNIGT00027147","CHD2",NA,NA,"chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]",-2.17138223900048,"DOWN"
"MUSNIGG00023937",20.8047594100301,-10.2732711385632,4.08223908241318,23.4499082962001,0.00027685128151403,0.0267072179796034,"MUSNIGT00029089","PPP2R5E","ENSMPUG00000006587","protein phosphatase 2 regulatory subunit B'epsilon [Source:NCBI gene;Acc:101671266]","protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]",-1237.55003360678,"DOWN"
"MUSNIGG00024899",30.9566736252974,-1.48798979004983,2.04175884707238,18.6105959456067,0.00227092668063578,0.0794293127303076,"MUSNIGT00030228","OR4C5",NA,NA,"olfactory receptor family 4 subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:14702]",-2.80497865038578,"DOWN"
"MUSNIGG00024914",29.0279608690177,-2.13021480133886,1.56729488612018,19.5434638599405,0.0015217611675434,0.0642869991358978,"MUSNIGT00030243","",NA,NA,NA,-4.37782656648925,"DOWN"
"MUSNIGG00025615",65.6064225118115,-2.41176816938923,1.54729886190042,21.2327409870258,0.000732003660493464,0.0437811389341141,"MUSNIGT00030988","OR52B6","ENSMPUG00000010057","olfactory receptor 52B6 [Source:NCBI gene;Acc:101692821]","olfactory receptor family 52 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:15211]",-5.32126100763503,"DOWN"
"MUSNIGG00026214",53.3762462492899,-0.125120302254179,2.06607184044497,20.4336886576756,0.00103588050871062,0.0533383220233133,"MUSNIGT00031600","IFNA5",NA,NA,"interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]",-1.09059867080858,"DOWN"
"MUSNIGG00026355",10.090704119652,-1.49122436141812,2.0210205817884,23.1095731627132,0.000321666250477573,0.0287554068999495,"MUSNIGT00031746","ERRFI1",NA,NA,"ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]",-2.81127456314523,"DOWN"
"MUSNIGG00027069",7.86681242481447,-1.18993000402492,1.7479460095148,23.5926110513203,0.000259950588464139,0.025487942124656,"MUSNIGT00032524","HSPD1",NA,NA,"heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]",-2.28141674038578,"DOWN"
"MUSNIGG00027078",8.35506394216569,-0.484563700990093,1.70816882271931,17.7542962063361,0.00327063864870189,0.0987964129186162,"MUSNIGT00032533","",NA,NA,NA,-1.39916266763232,"DOWN"
"MUSNIGG00027439",10.8173149097737,-4.36961800794101,2.25952488926993,24.4622249622313,0.000176913976364574,0.0199645753327644,"MUSNIGT00032994","MRPL44","ENSMPUG00000016688","mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]","mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]",-20.6721710558868,"DOWN"
"MUSNIGG00027803",14.6979991911803,-3.94345456355918,2.09954012514874,20.3743918997165,0.00106284078330412,0.0534189136549742,"MUSNIGT00033468","ACVR1","ENSMPUG00000000465","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]",-15.3850215947595,"DOWN"
"MUSNIGG00028072",6.5849161080778,-1.35836484679221,1.77210999912642,20.0450258722937,0.001225648046259,0.0577212674383864,"MUSNIGT00033820","UBE2E3","ENSMPUG00000002428","ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]","ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]",-2.56394416865493,"DOWN"
"MUSNIGG00028941",12.2466387828012,-5.29540554658018,3.35106505477347,25.4266808398233,0.000115236871731196,0.0160286448796346,"MUSNIGT00034819","RDH10","ENSMPUG00000010233","retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]","retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]",-39.271357035353,"DOWN"
"MUSNIGG00028948",9.91308520137373,-9.20339890671735,3.8532185441646,20.2770211421531,0.00110861756805403,0.0552553472877598,"MUSNIGT00034827","TCEB1",NA,NA,NA,-589.520800156552,"DOWN"
"MUSNIGG00029167",16.5697001102781,-4.45420174594945,2.05103647055915,20.4428199762297,0.00103178905410042,0.0533383220233133,"MUSNIGT00035079","RAD54B","ENSMPUG00000008878","RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]","RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]",-21.920392804883,"DOWN"
"MUSNIGG00029660",35.9060595303423,-0.749476099805387,1.99399213050979,24.6671508505312,0.000161537995837112,0.0189442892765052,"MUSNIGT00035669","FAM135B","ENSMPUG00000001882","family with sequence similarity 135 member B [Source:HGNC Symbol;Acc:HGNC:28029]","family with sequence similarity 135 member B [Source:HGNC Symbol;Acc:HGNC:28029]",-1.68118221523128,"DOWN"
"MUSNIGG00030305",15.7642098413883,-9.9238107821969,4.13510237150078,20.1223237327236,0.00118536469074076,0.0576025296478274,"MUSNIGT00036470","SLC3A2","ENSMPUG00000013553","solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]","solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]",-971.325335410628,"DOWN"
"MUSNIGG00030548",104.861218468869,-1.76387928307873,1.78024160046234,22.1301785309043,0.000494586845558511,0.0343967898056448,"MUSNIGT00036741","OLFR1056",NA,NA,NA,-3.39610080654334,"DOWN"
"MUSNIGG00031074",31.9850121744607,-0.787744964074441,1.93466995072007,18.5515845531374,0.0023289376048887,0.0803843303473154,"MUSNIGT00037369","OLFR651",NA,NA,NA,-1.72637390622532,"DOWN"
"MUSNIGG00032632",59.3685009194067,-3.39203123941048,1.5008635114861,20.4652863619561,0.00102179017053988,0.0533383220233133,"MUSNIGT00039239","LRBA","ENSMPUG00000007098","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]",-10.4979173510256,"DOWN"
"MUSNIGG00032920",49.5526772954989,-0.686289848862187,2.55495042698249,18.429891376273,0.00245319421947301,0.0838431692952461,"MUSNIGT00039573","PKD2","ENSMPUG00000002232","polycystin 2, transient receptor potential cation channel [Source:NCBI gene;Acc:101672143]","polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]",-1.60913999838301,"DOWN"
"MUSNIGG00033377",25.2949162864526,-2.86373656042172,1.50825942617632,29.2379962695703,2.08232027910962e-05,0.00415145252978488,"MUSNIGT00040117","",NA,NA,NA,-7.27898131182208,"DOWN"
"MUSNIGG00034074",16.955777737439,-2.30776110635289,2.22334757310672,26.4804581245908,7.19890383414414e-05,0.0111729409763012,"MUSNIGT00040970","LNX1","ENSMPUG00000005806","ligand of numb-protein X 1 [Source:NCBI gene;Acc:101679410]","ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]",-4.95114124362343,"DOWN"
"MUSNIGG00034485",4.50829881684543,-2.96650941686685,2.62954830768689,17.9081618870114,0.00306373298822756,0.0973636439598891,"MUSNIGT00041444","FAM175A",NA,NA,NA,-7.81642773187143,"DOWN"
"MUSNIGG00034879",8.14607693853433,-2.83827870085603,1.55036442827632,18.2681401083933,0.0026284604436912,0.0883192242343654,"MUSNIGT00041918","SWT1","ENSMPUG00000011913","SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]","SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]",-7.15166272871922,"DOWN"
"MUSNIGG00036486",4.1078780013853,-4.30774746540301,2.07455720532297,21.4701804033307,0.000660016130987595,0.0408105205568495,"MUSNIGT00043932","BAAT","ENSMPUG00000006883","bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]","bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]",-19.8043777195345,"DOWN"
"MUSNIGG00040536",2.58404185997098,-0.130592334105814,2.08463437443384,18.0867270789091,0.0028396525451183,0.0928085348215987,"MUSNIGT00048863","TCEB3",NA,NA,NA,-1.09474308283173,"DOWN"
"MUSNIGG00041797",10.6122203990257,-0.900872449515692,2.34655656678716,38.3868581441018,3.15479894507077e-07,0.000209653916560759,"MUSNIGT00050404","GPSM2","ENSMPUG00000002764","G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]","G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]",-1.86719480149049,"DOWN"
"MUSNIGG00042637",6.34091034727531,-2.10573346315366,1.77492384305711,25.3621204200648,0.000118598522258256,0.0161213127642416,"MUSNIGT00051395","OR2B6","ENSMPUG00000011564","olfactory receptor 2B6 [Source:NCBI gene;Acc:101690191]","olfactory receptor family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:8241]",-4.30416523431789,"DOWN"
"MUSNIGG00042973",5.27173595142334,-0.505845247059466,2.05448966187896,21.9966276581308,0.000524371764568294,0.0344644782844282,"MUSNIGT00051806","DNAJA1",NA,NA,"DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]",-1.41995503667564,"DOWN"
"MUSNIGG00043353",5.65613147200773,-0.452717075449709,3.11398592292547,17.8493438737203,0.00314126725430412,0.0973636439598891,"MUSNIGT00052256","TBCC","ENSMPUG00000018846","tubulin folding cofactor C [Source:HGNC Symbol;Acc:HGNC:11580]","tubulin folding cofactor C [Source:HGNC Symbol;Acc:HGNC:11580]",-1.36861538986084,"DOWN"
"MUSNIGG00043716",9.34717636726919,-3.61459311704544,2.56197532253657,17.9847128260934,0.00296562480311103,0.0951283868824372,"MUSNIGT00052701","MAP7","ENSMPUG00000014832","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]",-12.2490089043634,"DOWN"
