"geneid","baseMean_VEvsC","log2FoldChange_VEvsC","lfcSE_VEvsC","stat_VEvsC","pvalue_VEvsC","padj_VEvsC","Mnigripes_transcript_id","Gene_Symbol","Mpfuro_ensembl_gene_id","description_mpfuro","description_hsapiens","FoldChange_VEvsC","baseMean_CvsW","log2FoldChange_CvsW","lfcSE_CvsW","stat_CvsW","pvalue_CvsW","padj_CvsW","FoldChange_CvsW","baseMean_VEvsW","log2FoldChange_VEvsW","lfcSE_VEvsW","stat_VEvsW","pvalue_VEvsW","padj_VEvsW","FoldChange_VEvsW"
"MUSNIGG00000697",36.3912709081895,1.53925675525081,0.634281997617296,2.42677036559935,0.0152338947960378,0.230116969838285,"MUSNIGT00000843","TMEM168","ENSMPUG00000007725","transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]","transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]",2.90644731115691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00000826",4.14322667113037,2.18123427398282,1.0345358214281,2.10841831554155,0.0349948215400116,0.30416909694483,"MUSNIGT00001002","TRIL","ENSMPUG00000019606","TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]","TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]",4.53541408066036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00000925",9.80338506695444,-3.25041067253345,0.936045084499676,-3.47249371462788,0.000515647086426157,0.0545240745299311,"MUSNIGT00001126","DNAH11","ENSMPUG00000013607","dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942]","dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942]",-9.5163654298647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00000999",21.269201315998,2.6441228476009,0.96231257288071,2.74767567432445,0.00600193462345247,0.148945969430984,"MUSNIGT00001212","SOSTDC1","ENSMPUG00000014023","sclerostin domain containing 1 [Source:NCBI gene;Acc:101685568]","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]",6.25115531376925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001106",5.01171693780579,1.86219262588912,0.936558113706053,1.98833644024527,0.0467744931711914,0.344357191658717,"MUSNIGT00001344","ASB4","ENSMPUG00000001561","ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]","ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]",3.63559785147768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001112",9.66117732255909,-1.67361975337089,0.754284759709315,-2.21881687496359,0.0264991854931742,0.275094761590604,"MUSNIGT00001354","PPP1R9A","ENSMPUG00000001584","protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]","protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]",-3.19014003316911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001158",66.5231838284104,1.16690985081354,0.545152951543745,2.1405182664959,0.0323129062012997,0.298300033877227,"MUSNIGT00001415","AKAP9","ENSMPUG00000008532","A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379]","A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379]",2.24530253831985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001237",449.178612300924,-1.98259923269073,0.736741000465512,-2.69103963460432,0.00712297318643103,0.163841398097479,"MUSNIGT00001513","PCLO","ENSMPUG00000018297","piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]","piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]",-3.95204461214403,449.178612300924,2.61402164977032,1.07864545167673,2.4234299098994,0.0153747198110686,0.999566778617329,6.12207894943988,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001298",13.4917253209653,-1.8283408178303,0.827944890402939,-2.20828806243431,0.0272241989552642,0.278775797301905,"MUSNIGT00001588","RELN","ENSMPUG00000018264","reelin [Source:NCBI gene;Acc:101690124]","reelin [Source:HGNC Symbol;Acc:HGNC:9957]",-3.55128419442455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001404",5.94391872116873,-2.5636685876321,1.19125595864876,-2.15207199512358,0.0313916844297903,0.295336853126692,"MUSNIGT00001715","CNTNAP3","NA","NA","contactin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:13834]",-5.91209145793671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001412",4.02672592008939,2.93166096521689,1.0380065493393,2.82431836974721,0.00473812944543359,0.139674312864176,"MUSNIGT00001724",NA,"NA","NA","NA",7.62988316347798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001556",12.424410452774,-1.57686520975092,0.715003512746464,-2.20539505280733,0.0274263849014033,0.280256168404255,"MUSNIGT00001891","KCMF1","ENSMPUG00000008632","potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]","potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]",-2.98320932066331,12.424410452774,2.20952831483901,1.11106978469549,1.98864944873339,0.0467399093190147,0.999566778617329,4.62524027884686,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001753",16.9643583212548,2.48987905860393,0.961619020386021,2.58925728986145,0.00961831996970827,0.186480709144641,"MUSNIGT00002111","PCNXL2","NA","NA","NA",5.61730858318072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001772",5.3292070146828,-2.49442483992066,1.06901487823879,-2.33338645766114,0.0196278713894955,0.252427754020633,"MUSNIGT00002133","SPRTN","ENSMPUG00000005508","SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]","SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]",-5.63503604956552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00001842",9.91390296838309,-2.12932270349392,0.838497256200067,-2.53945100923009,0.0111026593719935,0.198229992031551,"MUSNIGT00002219","SYCP3","NA","NA","synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]",-4.37512035186572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002104",16.6879549571641,2.2130892112307,0.845998416889838,2.61594958932279,0.0088979693299848,0.182095976097846,"MUSNIGT00002531","STOX1","ENSMPUG00000004614","storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]","storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]",4.63667051428995,NA,NA,NA,NA,NA,NA,NA,16.6879549571641,2.65083561364756,1.22223472972717,2.16884330740567,0.0300945820696466,0.997485415558453,6.28030930545164
"MUSNIGG00002137",3.11873786468735,-3.22015122264498,1.3868764641412,-2.32187314869388,0.0202397670288632,0.255704485268547,"MUSNIGT00002573","NPFFR1","ENSMPUG00000004321","neuropeptide FF receptor 1 [Source:HGNC Symbol;Acc:HGNC:17425]","neuropeptide FF receptor 1 [Source:HGNC Symbol;Acc:HGNC:17425]",-9.31884543774106,3.11873786468735,4.37997402599662,2.16009372050066,2.0276777736206,0.0425931455393518,0.999566778617329,20.8210948247194,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002166",3.22095902913859,-3.76365360416293,1.54377890450879,-2.43794859041715,0.0147708745039674,0.22522110842413,"MUSNIGT00002605","CDH23","ENSMPUG00000004122","cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]","cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]",-13.5822784017755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002215",108.328638141639,-1.67667473649822,0.722874669765152,-2.31945426590053,0.0203704181733968,0.256060348380592,"MUSNIGT00002677","KAT6B","ENSMPUG00000003327","lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]","lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]",-3.19690248097342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002219",27.2339961683506,-2.93614295470919,0.844386218579323,-3.47725115605184,0.000506583044428508,0.0545240745299311,"MUSNIGT00002682","SAMD8","ENSMPUG00000003283","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]",-7.65362361442174,27.2339961683506,2.63582784661881,1.28469084128619,2.05172152078232,0.0401967340312036,0.999566778617329,6.21531644703418,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002313",12.9624872093956,-2.87941248012058,1.17355753978722,-2.4535758857147,0.0141443692012428,0.222963108133181,"MUSNIGT00002800","LRIT1","ENSMPUG00000008558","leucine rich repeat, Ig-like and transmembrane domains 1 [Source:HGNC Symbol;Acc:HGNC:23404]","leucine rich repeat, Ig-like and transmembrane domains 1 [Source:HGNC Symbol;Acc:HGNC:23404]",-7.35850393416914,12.9624872093956,3.90209647680359,1.78666824810089,2.1840072889588,0.0289617124598281,0.999566778617329,14.9502372783055,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002315",27.3752658146541,-1.68505970482824,0.822768955642997,-2.04803510544629,0.0405565597221473,0.323919715087889,"MUSNIGT00002802","FAM190B","NA","NA","NA",-3.21553703275403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002400",5.94607525977581,2.35595063084241,0.805844443261757,2.92357991736768,0.00346031385999223,0.125429537679637,"MUSNIGT00002913","FAM21A","NA","NA","NA",5.11931446896571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002404",19.783207286447,1.81018589348249,0.855269146139182,2.11651022564528,0.0343014364462465,0.302922728096096,"MUSNIGT00002917","ZFAND4","ENSMPUG00000009533","zinc finger AN1-type containing 4 [Source:HGNC Symbol;Acc:HGNC:23504]","zinc finger AN1-type containing 4 [Source:HGNC Symbol;Acc:HGNC:23504]",3.50687472237359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002414",22.6337496575957,-2.01058110669551,0.721129730872661,-2.78809903491628,0.0053018333353613,0.145695578210155,"MUSNIGT00002927",NA,"NA","NA","NA",-4.02944490345431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002557",93.0551408912615,1.41029359686285,0.708735765350854,1.98987220034634,0.0466050154200154,0.344357191658717,"MUSNIGT00003103",NA,"NA","NA","NA",2.65791247386308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002704",45.6165533843855,-2.47902629270278,0.895468374988022,-2.76841300256521,0.0056330022382065,0.148163528335034,"MUSNIGT00003301","PCGF6","ENSMPUG00000016842","polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156]","polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156]",-5.57521056043527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002893",61.3741654773694,-2.51829165812085,0.911624440569966,-2.76242227177056,0.00573742210162362,0.148163528335034,"MUSNIGT00003548","PDZD8","ENSMPUG00000003305","PDZ domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26974]","PDZ domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26974]",-5.72903304054252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002907",6.20365495267518,-2.23754231885128,1.03069890229738,-2.17089812928286,0.0299388737863165,0.290687103417785,"MUSNIGT00003565","RAB11FIP2","ENSMPUG00000003288","RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]","RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]",-4.71593004818608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00002938",3.10464475710642,2.58937397643229,1.003992661009,2.57907659786078,0.00990648174298187,0.188223153116656,"MUSNIGT00003601","INPP5F","ENSMPUG00000003046","inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]","inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]",6.01837489077881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003038",5.72951382827702,-3.10295203232822,1.36529857918427,-2.27272779715492,0.0230425884651984,0.267127672332082,"MUSNIGT00003722","FAM175B","NA","NA","NA",-8.59175010406441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003290",3.83112157804184,-4.38631429958315,1.49367489344108,-2.93659237284098,0.00331839974582571,0.125429537679637,"MUSNIGT00004014","ANKLE2","ENSMPUG00000002656","ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]","ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]",-20.9127995421903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003386",5.31424886865515,2.94401037496338,1.15368158859274,2.55183960988273,0.0107155835105014,0.196681502622938,"MUSNIGT00004131","TMEM132B","ENSMPUG00000001391","transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]","transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]",7.69547497817802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003461",13.6614388705232,-2.56654582784662,1.0349168701774,-2.47995360961377,0.0131399476984173,0.216653239339327,"MUSNIGT00004239","NIACR1","NA","NA","NA",-5.92389400840979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003493",17.8470991390414,-5.17619558842816,1.33063216931747,-3.8900273928318,0.000100232906848283,0.0245907476706971,"MUSNIGT00004284","P2RX7","ENSMPUG00000002128","purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]","purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]",-36.156812369714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003534",6.08081872435587,-2.46974979077305,0.884593688933599,-2.79195954218303,0.00523899062052363,0.145232540546504,"MUSNIGT00004345","RPL6","NA","NA","ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]",-5.53947706753818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003639",14.8092304157178,2.62032387935623,0.929840567953996,2.81803566080359,0.00483184430318017,0.140694567475115,"MUSNIGT00004469","RPLP0","NA","NA","ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371]",6.14888096978368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003686",3.04124576041911,2.06826438908726,1.04518616933941,1.97884783568698,0.0478331408615172,0.346736806483487,"MUSNIGT00004522","NPTN","ENSMPUG00000017233","neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]","neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]",4.19381839311553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003875",3.29870814764581,1.79949812895476,0.916009192634255,1.96449789306128,0.0494723803760973,0.351412923045701,"MUSNIGT00004759",NA,"NA","NA","NA",3.48099110841852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00003928",10.5122988228627,-4.46161602700725,1.2597207645953,-3.5417500071459,0.000397481988876597,0.0522348552227327,"MUSNIGT00004817",NA,"NA","NA","NA",-22.0333357938313,10.5122988228627,4.14739774030905,1.88572836223422,2.19936117171998,0.0278522512350236,0.999566778617329,17.7211182590549,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004040",66.8497986437844,-2.22873252690851,0.816001366863603,-2.73128528629174,0.00630878343380194,0.152496882064161,"MUSNIGT00004956","CEP192","ENSMPUG00000004343","centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]","centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]",-4.68722005188651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004061",7.74997078484168,-2.13762900409107,0.761165861677618,-2.80836163537303,0.00497942750155396,0.141602233811798,"MUSNIGT00004982","PIEZO2","ENSMPUG00000004574","piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]","piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]",-4.4003827125598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004148",2.98177707788504,-1.84284767085058,0.765326180878599,-2.40792451231052,0.0160434979438251,0.234874332653648,"MUSNIGT00005092","PTS","NA","NA","6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]",-3.58717386144528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004190",11.3030058913432,-2.37005462910361,0.837974154865638,-2.82831471035479,0.00467937803979374,0.139674312864176,"MUSNIGT00005137","GREB1L","ENSMPUG00000005516","GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]","GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]",-5.16960707123246,11.3030058913432,2.66427733879397,1.28919644145021,2.06661859522117,0.0387701072100289,0.999566778617329,6.33909697674642,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004307",14.1339870513573,-1.86079047169789,0.770313422447099,-2.41562773992255,0.0157081115754789,0.232939800924176,"MUSNIGT00005279","FAM59A","NA","NA","NA",-3.63206613326086,14.1339870513573,2.66001061184019,1.19698073907785,2.22226684607261,0.0262652773107881,0.999566778617329,6.32037698469308,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004363",7.96045201095132,-2.22513507295437,0.967530501735523,-2.29980870780094,0.0214590599104149,0.262914023688307,"MUSNIGT00005346","MOCOS","NA","NA","molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]",-4.67554672386087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004562",6.98728495148501,3.71679248094765,1.16120514326819,3.20080607849082,0.00137043730464063,0.0833225881221501,"MUSNIGT00005593","ST8SIA3","ENSMPUG00000016467","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]",13.1481916084268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004571",3.05892159896952,-3.72659197124153,1.47856212837547,-2.52041622041005,0.0117216138336648,0.204351002462171,"MUSNIGT00005604","ATP8B1","ENSMPUG00000016472","ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]","ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]",-13.2378045591409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004615",12.2504663886962,1.85995422476108,0.718219154004096,2.58967505167716,0.00960665660607819,0.186480709144641,"MUSNIGT00005658","MC4R","ENSMPUG00000019609","melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]","melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]",3.62996144447536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004678",9.42934249783943,-3.66651405163066,0.911683635567097,-4.02169558451049,5.77807017403091e-05,0.0223176118640245,"MUSNIGT00005736","SERPINB8","ENSMPUG00000016593","serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]","serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]",-12.6978651050748,9.42934249783943,3.88887341853042,1.41523233176018,2.74786925881891,0.00599839225352347,0.847639152848846,14.8138365434891,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004699",16.3628852127321,-1.65672420876644,0.698667162476806,-2.37126388321054,0.017727369383774,0.241529200791811,"MUSNIGT00005759","CDH19","ENSMPUG00000016598","cadherin 19 [Source:NCBI gene;Acc:101679720]","cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]",-3.15299789918499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00004937",6.92208937912049,3.27332205897622,1.25157596714419,2.61536026969677,0.00891333832350487,0.182095976097846,"MUSNIGT00006028","VAMP7","ENSMPUG00000016113","vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]","vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]",9.66870089162302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSNIGG00005094",6.46386304334433,2.13711965949377,1.02043326689782,2.09432574262377,0.0362309726703434,0.306368889977271,"MUSNIGT00006225",NA,"NA","NA","NA",4.39882942825826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
